dataset,filename,kf_ease_avg,spache_avg,kf_ease,spache_ease,plain_utterances
English_Bilingual_Grade2_NoAudio,22121201.cha,102.6387627187627,2.2070740740740735,"[102.53230769230771, 113.10000000000002, 112.08500000000001, 103.00500000000001, 95.165, 103.625, 103.04428571428575, 103.70000000000002, 102.045, 103.54, 102.045, 103.625, 117.16000000000003, 115.13000000000002, 92.965, 103.70000000000002, 116.14500000000001, 97.025, 92.965, 78.24500000000002, 94.30000000000001, 114.11500000000001, 103.70000000000002, 95.165, 95.955, 103.54, 103.625]","[2.6719999999999997, 2.1079999999999997, 2.2489999999999997, 2.5309999999999997, 2.2489999999999997, 2.2489999999999997, 1.8259999999999998, 2.1079999999999997, 1.6849999999999998, 3.042, 1.6849999999999998, 2.2489999999999997, 1.544, 1.8259999999999998, 1.9669999999999999, 2.1079999999999997, 1.6849999999999998, 3.553, 1.9669999999999999, 2.2489999999999997, 2.1079999999999997, 1.9669999999999999, 2.1079999999999997, 3.1089999999999995, 2.5309999999999997, 1.9669999999999999, 2.2489999999999997]","['once there was a little kid who found a frog in a pond .', 'then the kid went to sleep with his dog .', 'and the frog that he found in the pond left .', ""when the boy got up from his bed the frog wasn't POSTCLITIC there ."", 'the kid found the frog in the boot and everywhere .', 'he stuck his head out the window with his dog .', 'the dog fell down from the window .', 'the kid went to the forest with the dog .', ""and they didn't POSTCLITIC find the frog ."", 'the dog was jumping to get the tree .', 'then the kid found a squirrel .', 'the dog found some bees coming out of a tree .', 'the kid climbed a tree .', 'the kid fell down from the tree .', 'and all the bees were following the dog .', 'then the kid found a owl and ran away .', 'he got up on a rock .', 'and he was screaming .', 'then he found a animal in the woods .', 'the animal that the kid found was following the dog .', 'the animal dropped the kids to a big pond .', 'the kids fell down to a big pond .', 'then the kid told the dog to be quiet .', 'then they was looking behind a trunk of a tree .', 'and the kid and the dog found the frog with another frog .', 'the frog that the kid had had babies .', 'then the kid took the frog that he had before .']"
English_Bilingual_Grade2_NoAudio,22221189.cha,100.89043062200959,2.343398382319435,"[103.54, 89.89642857142859, 98.49736842105266, 94.565, 87.94500000000002, 100.24000000000002, 87.94500000000002, 103.54, 117.16000000000003, 113.10000000000002, 102.045, 87.94500000000002, 103.54, 78.87285714285717, 90.95857142857145, 103.54, 102.045, 115.13000000000002, 100.24000000000002, 118.17500000000001, 95.68818181818183, 66.40000000000003, 100.24000000000002, 83.32000000000004, 116.14500000000001, 101.98214285714286, 103.37909090909093, 103.54, 102.045, 102.045, 118.17500000000001, 102.045, 119.19000000000003, 117.16000000000003]","[1.9669999999999999, 3.427285714285714, 3.9706315789473683, 3.377, 4.551666666666666, 1.544, 4.551666666666666, 1.9669999999999999, 1.544, 2.1079999999999997, 3.118333333333333, 1.6849999999999998, 1.9669999999999999, 4.283142857142858, 1.8259999999999998, 1.9669999999999999, 1.6849999999999998, 1.8259999999999998, 1.544, 1.403, 3.171818181818182, 4.984, 1.544, 1.544, 1.6849999999999998, 2.8129999999999997, 2.3899999999999997, 1.9669999999999999, 1.6849999999999998, 1.6849999999999998, 1.403, 1.6849999999999998, 1.262, 1.544]","['there was a boy sitting in a chair .', 'and the dog was looking inside a jar that there was a frog inside .', 'one night when they were sleeping and the dog too the frog got out of the jar and left .', 'and when the boy woke up and the dog woke up too they saw nothing inside the jar .', 'they started looking here and there .', ""but they didn't POSTCLITIC find him ."", 'then they started screaming for him .', ""but he didn't POSTCLITIC see him or find him ."", 'then the dog fell down .', 'and then he came down to pick him up .', 'and the dog was licking him .', 'then they went inside the forest .', ""but they didn't POSTCLITIC see him or find him ."", 'then they started screaming for him again .', ""but they didn't POSTCLITIC even hear a noise ."", 'then the little boy got in the tree .', ""but he didn't POSTCLITIC saw his frog ."", 'then he fell down on the grass .', 'and the dog was running .', 'there was a bird .', 'and he was trying not to get him or hurt himself .', 'then he started screaming again .', ""but he didn't POSTCLITIC saw him ."", 'then there was an animal .', 'and then he got on him .', 'and then the little boy fell down on a pond and the dog too .', 'then the boy and the little dog fell on the pond .', ""the dog was on the little boy's POSTCLITIC head ."", 'and he was hearing a noise .', 'then he looked over the log .', 'and there it was .', 'then he found his little frog .', 'then he said ""/.', 'bye and took the frog .']"
English_Bilingual_Grade2_NoAudio,22221504.cha,100.42180459075809,2.260391523205476,"[92.965, 118.17500000000001, 92.965, 95.165, 103.54, 90.95857142857145, 103.04428571428575, 103.54, 87.94500000000002, 100.24000000000002, 119.19000000000003, 90.95857142857145, 103.54, 103.625, 95.68818181818183, 95.165, 103.00500000000001, 65.72500000000001, 114.11500000000001, 75.87500000000001, 103.37909090909093, 95.68818181818183, 115.13000000000002, 102.045, 113.10000000000002, 88.905, 92.965, 117.16000000000003, 118.17500000000001, 114.11500000000001, 90.95857142857145, 119.19000000000003, 113.10000000000002, 117.16000000000003, 103.04428571428575, 116.14500000000001, 0.0, 102.045, 117.16000000000003, 90.95857142857145, 115.13000000000002, 103.04428571428575, 114.11500000000001]","[3.042, 1.403, 3.042, 3.1089999999999995, 1.9669999999999999, 1.8259999999999998, 3.0545714285714287, 1.9669999999999999, 3.118333333333333, 3.264, 1.262, 3.0545714285714287, 1.9669999999999999, 3.1089999999999995, 3.171818181818182, 3.1089999999999995, 3.2476666666666665, 4.041571428571428, 1.9669999999999999, 1.403, 3.171818181818182, 3.171818181818182, 1.8259999999999998, 1.6849999999999998, 2.1079999999999997, 3.2476666666666665, 3.042, 1.544, 1.403, 1.9669999999999999, 1.8259999999999998, 1.262, 2.1079999999999997, 1.544, 1.8259999999999998, 1.6849999999999998, 0.98, 1.6849999999999998, 1.544, 1.8259999999999998, 1.8259999999999998, 1.8259999999999998, 1.9669999999999999]","['the little boy is looking at the frog .', 'so is the dog .', 'the little boy and the dog are sleeping .', 'the frog is trying to get out of the bottle .', 'the little boy and the dog got scared .', 'the dog is stuck into the bottle .', 'and the kid is looking in for .', 'the dog is still stuck in the bottle .', ""and they're POSTCLITIC looking out the window ."", 'and the kid is screaming .', 'the dog fell .', 'the little kid was looking at him .', 'the little kid got mad at the dog .', 'the kid and the dog were looking for the frog .', ""the dog is trying to jump up into a bee's POSTCLITIC thing ."", 'and the boy is still looking for the little frog .', ""the dog is still trying to get up to the bee's POSTCLITIC thing ."", 'and the little boy is covering his nose because a squirrel is very smelly .', 'the bee thing fell down from the tree .', 'the squirrel ran away .', 'and the dog is still trying to get up the tree .', 'the little boy is on the tree looking for the frog .', 'an owl came out of the hole .', 'and the little boy fell down .', 'there is a deer in back of a rock .', 'and the little boy is trying to run away from the owl .', 'the little boy is looking for the frog .', 'and so is the dog .', 'the deer looked up .', 'and the boy is on the deer now .', 'and the deer is following the dog .', 'the deer stops .', 'the boy and dog fall down to the pond .', 'they make a big splash .', 'the dog and the kid hear something .', 'the kid tells to the dog ""/.', 'shh .', 'the kid goes over the pole .', 'and so does the dog .', 'they find a frog and another frog .', 'and then like their frogs got kids .', 'the little boy and the dog left .', 'and they had a frog in their hands .']"
English_Bilingual_Grade2_NoAudio,22222055.cha,104.77962761653554,2.0981238977072305,"[114.11500000000001, 90.99000000000004, 109.04000000000002, 112.08500000000001, 117.16000000000003, 116.14500000000001, 100.24000000000002, 112.08500000000001, 102.045, 83.32000000000004, 119.19000000000003, 117.16000000000003, 94.30000000000001, 117.16000000000003, 103.625, 95.165, 111.07000000000002, 100.24000000000002, 117.16000000000003, 103.00500000000001, 115.13000000000002, 103.04428571428575, 103.04428571428575, 90.95857142857145, 100.24000000000002, 117.16000000000003, 102.045, 98.49736842105266, 103.04428571428575, 103.54, 118.17500000000001, 95.68818181818183, 96.02461538461542, 92.965, 102.045, 95.165]","[1.9669999999999999, 1.262, 2.6719999999999997, 2.2489999999999997, 1.544, 1.6849999999999998, 1.544, 2.2489999999999997, 1.6849999999999998, 1.544, 1.262, 1.544, 3.0635555555555554, 1.544, 3.1089999999999995, 3.1089999999999995, 2.3899999999999997, 1.544, 1.544, 2.5309999999999997, 1.8259999999999998, 1.8259999999999998, 3.0545714285714287, 1.8259999999999998, 1.544, 1.544, 3.118333333333333, 3.518, 1.8259999999999998, 1.9669999999999999, 1.403, 2.3899999999999997, 2.6719999999999997, 3.042, 1.6849999999999998, 2.2489999999999997]","['a boy found a frog with his dog .', 'he fell asleep .', 'at night the frog got out of the bowl that he was in .', 'when he woke up he found that he was gone .', 'he looked in his boots .', 'the dog looked in his bowl .', 'they looked out the window .', 'and the dog got his head stuck in the bowl .', 'the dog fell out the window .', 'the little boy got outside .', 'he got mad .', 'and the dog licked him .', 'he was yelling his name with his little dog .', 'he looked in a hole .', 'a gopher came out and hit him on the nose .', 'his dog found a beehive and kept barking at it .', 'some of the bees came out and looked at the dog .', 'the dog broke the beehive .', 'and the bees got mad .', 'the little boy climbed on a tree and looked through a hole .', 'an owl popped out of the tree .', 'the little boy fell of the tree .', 'the bees were still chasing the dog .', 'the little boy hid behind a rock .', 'the owl flew over him .', 'he climbed on the rock .', 'the owl landed on a tree .', 'when he climbed on the rock a deer climbed going to a cliff where there was his dog too .', 'the deer threw them through the water .', 'and they fell in the water head first .', 'they found a log .', 'they went over the log to get out of the water .', 'and there they found his frog and his wife with seven little frogs .', 'the little boy finds a frog that excapes .', 'and he looks over the log .', ""and he finds out that he's POSTCLITIC married with little frogs .""]"
English_Bilingual_Grade2_NoAudio,22222091.cha,106.05755150022392,1.9684418569935813,"[103.70000000000002, 117.16000000000003, 118.17500000000001, 112.08500000000001, 113.10000000000002, 103.00500000000001, 120.20500000000001, 118.17500000000001, 115.13000000000002, 115.13000000000002, 112.08500000000001, 100.24000000000002, 117.16000000000003, 117.16000000000003, 118.17500000000001, 118.17500000000001, 112.08500000000001, 118.17500000000001, 117.16000000000003, 100.24000000000002, 116.14500000000001, 100.24000000000002, 117.16000000000003, 119.19000000000003, 120.20500000000001, 115.13000000000002, 90.95857142857145, 103.70000000000002, 116.14500000000001, 92.965, 116.14500000000001, 118.17500000000001, 97.025, 115.13000000000002, 100.24000000000002, 117.16000000000003, 92.965, 78.87285714285717, 119.19000000000003, 121.22000000000003, 83.32000000000004, 103.04428571428575, 95.68818181818183, 103.37909090909093, 103.54, 103.70000000000002, 116.14500000000001, 119.19000000000003, 35.60500000000002, 118.17500000000001, 0.0, 102.045, 94.30000000000001, 90.99000000000004, 103.625, 103.70000000000002, 119.19000000000003, 121.22000000000003]","[3.0635555555555554, 1.544, 1.403, 2.2489999999999997, 2.1079999999999997, 2.5309999999999997, 1.121, 1.403, 1.8259999999999998, 1.8259999999999998, 2.2489999999999997, 1.544, 1.544, 1.544, 1.403, 1.403, 2.2489999999999997, 1.403, 1.544, 1.544, 1.6849999999999998, 3.264, 1.544, 1.262, 1.121, 1.8259999999999998, 3.0545714285714287, 3.0635555555555554, 1.6849999999999998, 1.9669999999999999, 1.6849999999999998, 1.403, 1.403, 1.8259999999999998, 1.544, 1.544, 1.9669999999999999, 1.8259999999999998, 1.262, 0.98, 1.544, 3.0545714285714287, 2.3899999999999997, 3.171818181818182, 1.9669999999999999, 2.1079999999999997, 1.6849999999999998, 1.262, 9.721, 1.403, 0.98, 1.6849999999999998, 2.1079999999999997, 1.262, 3.1089999999999995, 3.0635555555555554, 1.262, 0.98]","['one day a boy was playing with his frog .', 'and the dog was mad .', 'it was at night .', 'and the boy went to sleep and the dog too .', 'and then the frog got out of the glass .', 'and then in the morning the dog and the boy waked up .', 'he said ""/.', 'where where is Tom .', 'and the boy looked in his shoe .', 'and the dog looked in the glass .', ""and the glass was in top of the dog's POSTCLITIC head ."", 'and the boy was calling ""/.', 'Tom Tom where are you .', 'then the dog fell down .', 'and the boy said ""/.', 'where are you dog .', 'and then the boy went down and saw the dog .', 'and the glass broke .', 'and the boy was mad .', 'and the boy was calling ""/.', 'Tom , Tom , Tom , where are you .', 'and the dog was barfing .', 'the boy saw a hole .', 'and he called ""/.', 'Tom , Tom .', 'and the dog saw a bee house .', ""and a squirrel bitted the boy's POSTCLITIC nose ."", 'and the dog was barfing for the bee house .', 'and the bee house fell down .', 'and all the bees are following the dog .', 'the boy jumped on a tree .', 'there was a hole .', 'and he was calling ""/.', 'Tom , Tom Tom , Tom , where are you .', 'then a eagle came out .', 'and the boy fell down .', 'and all the bees were following the dog .', 'then the eagle was following the boy .', 'the boy said ""/.', 'mm .', 'and the eagle went away .', 'and the boy was bitten by bees .', 'and a deer got the boy and took the boy everywhere .', 'then the dog was barfing for the boy to come down .', 'then the boy fell down in the water .', 'and the dog too fell down in the water .', 'and the boy splashed his clothes .', 'and he heard ""/.', 'ribbit ribbit .', 'and the boy said ""/.', 'shh .', 'then they went into the back .', 'then they saw a girl and the boy together .', 'they had babies .', 'and the frog told them to take a baby one .', 'and then one baby one stayed in the back .', 'they said all ""/.', 'bye .']"
English_Bilingual_Grade2_NoAudio,22222312.cha,104.72639534883724,2.4158121077888506,"[103.04428571428575, 103.70000000000002, 117.16000000000003, 114.11500000000001, 116.14500000000001, 100.24000000000002, 90.95857142857145, 116.14500000000001, 115.13000000000002, 90.99000000000004, 113.10000000000002, 119.19000000000003, 103.04428571428575, 101.98214285714286, 97.025, 97.025, 103.54, 116.14500000000001, 103.70000000000002, 102.045, 94.30000000000001, 90.99000000000004, 102.045, 109.04000000000002, 119.19000000000003, 103.04428571428575, 94.30000000000001, 100.24000000000002, 97.025, 90.95857142857145, 95.165, 115.13000000000002, 100.24000000000002, 103.04428571428575, 113.10000000000002, 112.08500000000001, 103.04428571428575, 94.30000000000001, 103.04428571428575, 103.625, 114.11500000000001, 103.625, 117.16000000000003]","[3.0545714285714287, 3.0635555555555554, 1.544, 1.9669999999999999, 1.6849999999999998, 3.264, 3.0545714285714287, 1.6849999999999998, 1.8259999999999998, 4.128666666666667, 2.1079999999999997, 1.262, 3.0545714285714287, 3.427285714285714, 1.403, 3.553, 3.042, 1.6849999999999998, 3.0635555555555554, 3.118333333333333, 3.0635555555555554, 1.262, 1.6849999999999998, 2.6719999999999997, 1.262, 3.0545714285714287, 3.0635555555555554, 3.264, 1.403, 3.0545714285714287, 2.2489999999999997, 1.8259999999999998, 3.264, 1.8259999999999998, 2.1079999999999997, 2.2489999999999997, 1.8259999999999998, 3.0635555555555554, 1.8259999999999998, 2.2489999999999997, 1.9669999999999999, 3.1089999999999995, 1.544]","['the dog is looking at the frog .', 'and the boy is looking at the frog too .', 'the boy went to sleep .', 'and the frog got out of the jar .', 'the boy looked at the jar .', 'and the frog was missing .', 'and the dog was looking somewhere else .', 'the boy looked in his boot .', 'and the dog looked in the jar .', ""the boy's POSTCLITIC shouting ."", ""and the dog's POSTCLITIC head got stuck in the jar ."", 'the dog fell .', 'and the boy was looking at it .', 'the boy was mad at the dog when the dog was licking the boy .', 'the boy went somewhere .', 'and he was shouting .', 'and the dog was looking at some bees .', 'the boy looked in the hole .', 'and the dog was trying to eat the bees .', 'the boy covered him his nose .', 'and the dog was trying to get the beehive .', 'the beehive fell .', 'the dog looked at the beehive .', 'and the boy looked in a tree where the hole was in it .', 'the boy fell .', 'and the bees are chasing the dog .', 'the boy was covering his head and came out .', 'and the boy was shouting .', 'a reindeer came out .', 'and the boy was undoing his head .', 'the reindeer took him to the edge of a mountain .', ""and the boy's POSTCLITIC still on his head ."", 'and the dog was barking .', 'the reindeer dropped the both of them .', 'the boy and the dog fell in the pond .', ""and the dog was on top of the boy's POSTCLITIC head ."", 'and the boy was hearing a song .', 'the boy was telling the dog to be quiet .', 'and the dog was in the water .', 'the boy looked over the log and the dog too .', 'the dog and the boy saw two frogs .', 'the boy and the dog looked at some baby frogs .', 'the boy took a frog .']"
English_Bilingual_Grade5_Audio,12131433.cha,100.64571342646013,2.6592643965989904,"[95.68818181818183, 114.11500000000001, 90.99000000000004, 111.07000000000002, 103.00500000000001, 103.04428571428575, 95.955, 119.19000000000003, 103.54, 103.04428571428575, 76.82043478260871, 87.94500000000002, 115.13000000000002, 103.54, 103.37909090909093, 83.32000000000004, 108.025, 116.14500000000001, 95.68818181818183, 103.37909090909093, 102.045, 76.74857142857144, 103.04428571428575]","[2.3899999999999997, 1.9669999999999999, 4.128666666666667, 2.3899999999999997, 2.5309999999999997, 1.8259999999999998, 2.5309999999999997, 1.262, 1.9669999999999999, 1.8259999999999998, 5.203739130434782, 1.6849999999999998, 1.8259999999999998, 3.042, 2.3899999999999997, 4.984, 2.8129999999999997, 1.6849999999999998, 3.171818181818182, 2.3899999999999997, 3.118333333333333, 4.209523809523809, 1.8259999999999998]","[""the story it's POSTCLITIC about a dog a boy and a frog ."", 'it seems like if he caught a frog .', 'he was sleeping .', 'and the frog got out of the jar that he had .', ""then when he woke up he saw that the frog wasn't POSTCLITIC there ."", 'and he searched all over the room .', 'and he came out the window and was calling for the frog .', 'the dog fell .', 'then he was like calling for the frog .', 'and he was close to this beehive .', 'the dog instead of looking for the frog he was playing around with the beehive while the boy was looking for the frog .', 'the dog knocked over the beehive .', 'he was on top of the tree .', 'and all the bees were chasing the dog .', 'the kid fell because the owl looked and pecked on him .', 'the owl started chasing him .', 'then he climbed on a rock and touched like this branch that he saw .', 'but it was like a moose .', 'and the moose carried him until the end of the hill .', 'and then the deer threw him down of the little hill .', 'and he landed on a lake .', 'then he told the dog to be quiet because he saw these frogs the mother and the father and lots_of babies .', 'and he took one of the babies .']"
English_Bilingual_Grade5_Audio,12131434.cha,103.19829397874855,2.047118326118326,"[95.68818181818183, 107.01000000000002, 113.10000000000002, 114.11500000000001, 117.16000000000003, 102.045, 62.79000000000002, 100.24000000000002, 100.24000000000002, 100.24000000000002, 114.11500000000001, 103.54, 103.04428571428575, 94.30000000000001, 103.54, 90.95857142857145, 115.13000000000002, 103.54, 103.37909090909093, 102.045, 100.24000000000002, 115.13000000000002, 103.54, 103.04428571428575, 82.39000000000001, 100.24000000000002, 102.045, 103.00500000000001, 103.04428571428575, 117.16000000000003, 100.24000000000002, 117.16000000000003, 112.08500000000001]","[2.3899999999999997, 2.9539999999999997, 2.1079999999999997, 1.9669999999999999, 1.544, 1.6849999999999998, 1.262, 1.544, 1.544, 1.544, 1.9669999999999999, 3.042, 1.8259999999999998, 2.1079999999999997, 1.9669999999999999, 3.0545714285714287, 1.8259999999999998, 3.042, 2.3899999999999997, 3.118333333333333, 1.544, 1.8259999999999998, 3.042, 1.8259999999999998, 1.9669999999999999, 1.544, 1.6849999999999998, 2.5309999999999997, 1.8259999999999998, 1.544, 1.544, 1.544, 2.2489999999999997]","['the story is about a boy a dog and a frog .', 'the boy and the dog went to sleep and left the frog in the jar .', 'and then the frog came out of the jar .', 'and the boy and the dog woke up .', 'they look at the jar .', ""and the frog wasn't POSTCLITIC in there ."", 'they looked everywhere .', ""they didn't POSTCLITIC find the frog ."", 'they looked out the window .', ""and they didn't POSTCLITIC find it ."", 'then the dog fell down and got him .', 'then they started to look in a hole .', 'and the dog looked at a beehive .', 'and then from the hole came out an animal .', 'and then from the beehive bees came out .', 'then they started to follow the dog .', 'and the boy climbed up a tree .', 'and he started to look for the frog .', 'the boy fell down because an owl got in his way .', 'then the dog started to run .', 'and bees were behind him .', 'and the boy got on a rock .', 'and he started to scream for the frog .', 'then a reindeer came out and he .', 'and then the dog was following the reindeer .', 'then the reindeer dropped him .', 'then they fell on a puddle .', 'then the boy said to the dog to not do any noise .', 'and then they looked over a log .', 'and there were two frogs .', 'then the boy went over .', 'and he saw more frogs .', 'and then the boy took the frog that was his .']"
English_Bilingual_Grade5_Audio,21131489.cha,96.00308153439732,2.4431529968372065,"[113.10000000000002, 92.965, 102.045, 103.04428571428575, 103.00500000000001, 118.17500000000001, 62.79000000000002, 119.19000000000003, 100.24000000000002, 118.17500000000001, 96.02461538461542, 103.54, 103.04428571428575, 115.13000000000002, 83.32000000000004, 84.45000000000003, 100.24000000000002, 87.94500000000002, 90.95857142857145, 94.30000000000001, 92.965, 93.47500000000002, 116.14500000000001, 90.95857142857145, 103.04428571428575, 103.625, 101.93500000000003, 112.08500000000001, 98.49736842105266, 89.51692307692309, 0.0, 90.95857142857145, 117.16000000000003, 76.50153846153849, 86.70500000000001, 103.54, 83.32000000000004]","[2.1079999999999997, 3.042, 1.6849999999999998, 3.0545714285714287, 2.5309999999999997, 1.403, 1.262, 1.262, 1.544, 1.403, 3.333538461538461, 1.9669999999999999, 1.8259999999999998, 1.8259999999999998, 4.984, 4.100666666666667, 1.544, 1.6849999999999998, 3.0545714285714287, 2.1079999999999997, 4.116999999999999, 3.659, 1.6849999999999998, 4.283142857142858, 1.8259999999999998, 2.2489999999999997, 3.659, 2.2489999999999997, 3.9706315789473683, 2.6719999999999997, 0.98, 1.8259999999999998, 1.544, 3.333538461538461, 3.1089999999999995, 1.9669999999999999, 1.544]","['there once was a boy that found a frog .', 'and his little dog was looking at it .', 'the little boy went to sleep .', 'and the frog escaped from his home .', 'when the little boy woke up he did not see his frog .', 'so he got sad .', 'he checked everywhere .', 'he checked boots .', 'he checked under the bed .', 'he checked in clothes .', 'the dog stayed stuck in the glass where the frog was looking inside .', 'and the little boy called out his name .', 'the dog fell out of the window .', 'the boy climbed out and got him .', 'the dog started licking him .', 'his dog and him started shouting his name out everywhere but did not find him .', 'they went to the forest .', 'the little boy checked inside holes .', 'and the dog was attracted by bees .', ""an animal came out and bit the boy's POSTCLITIC nose ."", 'and the dog started barking at the bees .', 'the boy jumped into a tree and looked at a hole while the bees were about to bite the dog .', 'the boy fell off the tree .', 'and the bees started chasing the dog .', ""the owl hit the little boy's POSTCLITIC head ."", 'and still the little boy would call for his frog .', 'he leaned on a deer and got stuck on it while the deer walked and ran with him on it .', 'the deer dropped him and his dog in a pond .', 'they fell and got all wet and landed on this pole that had a hole and heard a noise .', 'the dog was about to bark when the little boy said be quiet ""/.', 'shh .', 'the little boy checked inside the hole .', 'and so did the dog .', 'and suddenly was there his frog and the mother with the little babies .', 'the little boy was surprised his frog father was now .', 'gave him a little frog to take home .', 'and he went happily home .']"
English_Bilingual_Grade5_Audio,21132406.cha,101.61226606726609,2.4210771103896107,"[103.37909090909093, 94.30000000000001, 97.025, 103.37909090909093, 102.045, 100.24000000000002, 103.04428571428575, 115.13000000000002, 78.87285714285717, 104.98000000000002, 97.025, 102.045, 100.24000000000002, 110.055, 108.025, 95.68818181818183, 102.53230769230771, 102.045, 92.965, 103.04428571428575, 112.08500000000001, 112.08500000000001, 95.42, 103.04428571428575]","[3.171818181818182, 2.1079999999999997, 3.553, 2.3899999999999997, 1.6849999999999998, 1.544, 1.8259999999999998, 1.8259999999999998, 4.283142857142858, 3.2359999999999998, 1.403, 1.6849999999999998, 1.544, 2.5309999999999997, 2.8129999999999997, 3.171818181818182, 2.6719999999999997, 1.6849999999999998, 1.9669999999999999, 1.8259999999999998, 2.2489999999999997, 2.2489999999999997, 3.6325, 3.0545714285714287]","['one day a boy and a dog were watching a frog .', 'then after they watched the frog they fell asleep .', 'and the frog escaped .', ""when they woke up they found that the dog wasn't POSTCLITIC there ."", 'they searched all over for it .', 'they looked out the window .', 'and the dog fell out the window .', 'then the boy picked up the dog .', 'and they started searching for him again .', 'then the boy found a hole in the ground so he looked for the frog in there .', ""but it wasn't POSTCLITIC there ."", 'then the dog found a beehive .', 'by mistake he dropped it .', 'then the boy climbed the tree and looked for the dog there .', 'an owl came through the hole in the tree and knocked the boy down .', 'then all the bees from the beehive were chasing the dog .', 'the boy climbed a rock and looked for the frog behind the log .', ""but he still couldn't POSTCLITIC find him ."", 'after that the boy fell on a reindeer .', 'and the reindeer ran to a ledge .', 'and the boy and the dog fell in the lake .', 'while they were in the lake they found a log .', 'they looked behind the log and found the frog with his wife and his baby frogs .', 'then the boy took a baby frog .']"
English_Bilingual_Grade5_Audio,21132408.cha,99.9706161440813,2.942555351995871,"[115.13000000000002, 114.11500000000001, 95.02705882352943, 116.14500000000001, 103.00500000000001, 98.49736842105266, 116.14500000000001, 112.08500000000001, 95.165, 100.24000000000002, 103.04428571428575, 117.16000000000003, 101.98214285714286, 81.85500000000002, 87.85521739130436, 101.37000000000002, 111.07000000000002, 100.70750000000001, 91.53347826086959, 89.865, 102.53230769230771, 70.14470588235295, 75.87500000000001, 118.17500000000001, 90.09000000000002, 102.045, 119.19000000000003, 112.08500000000001, 94.30000000000001, 82.39000000000001, 114.11500000000001, 95.955, 94.565, 95.955, 79.5575]","[1.8259999999999998, 1.9669999999999999, 4.247764705882353, 1.6849999999999998, 2.5309999999999997, 3.518, 1.6849999999999998, 2.2489999999999997, 2.2489999999999997, 1.544, 1.8259999999999998, 1.544, 3.427285714285714, 3.2476666666666665, 4.455913043478261, 3.527333333333333, 2.3899999999999997, 3.0949999999999998, 4.082, 3.8547777777777776, 2.6719999999999997, 5.2595294117647065, 3.553, 1.403, 4.6739999999999995, 3.118333333333333, 1.262, 2.2489999999999997, 4.01911111111111, 4.116999999999999, 1.9669999999999999, 2.5309999999999997, 4.332555555555555, 3.2476666666666665, 3.6325]","['there was a boy in his room .', 'and he had a dog in his room .', 'he was looking at the dog while the dog was looking at a frog in a jar .', 'then the boy went to sleep .', 'and when he was asleep the frog climbed out of the jar .', 'when the boy woke up in the morning and the dog woke up with him the frog was gone .', 'the boy put on his clothes .', 'and the dog got the jar stuck to his head .', 'the boy looked out the window calling for the frog .', ""but the frog wouldn't POSTCLITIC come ."", 'the dog jumped down from the window .', 'and so did the boy .', 'the boy held the dog in his hands and went looking for the frog .', ""the boy went everywhere looking for his frog but couldn't POSTCLITIC find it ."", 'he looked in a rabbit hole to see if he had gone in there while the dog just stood playing with the beehive .', 'then a beaver came out of the hole and bit the boy in the nose .', 'the boy next climbed a tree with a hole in it .', 'he looked in the hole for the frog while the dog still played with the beehive .', 'the boy fell down from the tree because he was pushed by an owl while the bees from the beehive chased the dog .', 'the owl kept on chasing the boy for a little while until the boy stopped at a rock .', 'the boy stood on top of the rock calling out for the frog .', 'the boy was astonished when he got carried suddenly by two of the branches behind the rock .', ""but it wasn't POSTCLITIC branches ."", 'it was a deer .', 'the deer carried off with the boy on his antlers while the deer was walking .', 'he was heading for a cliff .', 'so he stopped .', 'and the boy and the dog fell off the cliff .', 'when the boy landed he landed in a pond .', 'he sat at the pond and listened carefully .', 'he saw a log and heard the frog .', 'he told the dog to be quiet and looked inside the log .', 'he was searching through the log and then found the frog in back of it with a girlfriend .', 'then he left the frogs there because they had had baby frogs .', 'the boy took one of the little baby frogs and left the frog family over there .']"
